local_date,t_max_24,t_min_24,td_mean_24,ws_mean_24,c_mean_24,rh_mean_day,p_max_24,p_min_24
2021-05-18,24.0,16.0,14.73913,2.2565217,64.347824,67.58462,1024.0,1020.0
2021-05-19,24.0,17.0,14.75,2.4666665,72.291664,68.684616,1024.0,1020.0
2021-05-20,25.0,15.0,14.583333,2.0,61.25,65.4,1024.0,1020.0
2021-05-21,24.0,15.0,14.826087,2.5913043,65.21739,70.399994,1025.0,1020.0
2021-05-22,24.0,16.0,14.095238,2.442857,73.57143,67.54615,1024.0,1019.0
2021-05-23,25.0,15.0,14.458333,2.4375,75.0,68.35385,1023.0,1020.0
2021-05-24,22.0,15.0,14.625,2.1625,70.416664,71.661545,1025.0,1021.0
2021-05-25,23.0,14.0,14.666667,2.4375,70.652176,74.32309,1025.0,1020.0
2021-05-26,22.0,13.0,12.9,2.942857,71.190475,73.666664,1024.0,1021.0
2021-05-27,23.0,14.0,12.75,3.0249999,71.875,67.215385,1025.0,1021.0
2021-05-28,24.0,15.0,14.0,1.5625,72.5,68.50769,1024.0,1020.0
2021-05-29,24.0,16.0,15.083333,2.5166667,75.0,71.746155,1024.0,1020.0
2021-05-30,21.0,16.0,14.45,2.965,72.0,73.03333,1024.0,1021.0
2021-05-31,23.0,15.0,13.608696,2.6434782,57.173912,70.830765,1023.0,1019.0
2021-06-01,22.0,13.0,12.428572,3.4714284,72.14286,65.53076,1022.0,1019.0
2021-06-02,23.0,13.0,12.227273,3.1818182,52.727272,57.741665,1025.0,1020.0
2021-06-03,25.0,13.0,13.434783,2.5208333,49.565216,66.691666,1024.0,1020.0
2021-06-04,23.0,15.0,14.608696,2.7826085,62.608696,77.15384,1025.0,1021.0
2021-06-05,22.0,15.0,13.434783,2.3652174,61.95652,67.799995,1024.0,1020.0
2021-06-06,23.0,15.0,13.0,2.5869565,55.217392,67.16667,1024.0,1021.0
2021-06-07,24.0,15.0,13.041667,2.4375,57.083332,65.23847,1025.0,1021.0
2021-06-08,22.0,12.0,12.458333,1.8333334,45.625,69.45384,1026.0,1021.0
2021-06-09,20.0,15.0,14.166667,1.9291667,71.875,76.11539,1024.0,1021.0
2021-06-10,22.0,15.0,13.583333,1.8208332,68.333336,71.692314,1024.0,1020.0
2021-06-11,23.0,14.0,12.708333,2.0333333,67.916664,64.4,1023.0,1020.0
2021-06-12,19.0,14.0,12.708333,1.2458333,72.5,76.93076,1023.0,1021.0
2021-06-13,22.0,12.0,12.708333,1.8041667,59.375,74.14615,1025.0,1021.0
2021-06-14,24.0,12.0,12.652174,1.6521739,44.782608,66.28333,1023.0,1019.0
2021-06-15,25.0,13.0,13.708333,2.0541666,58.541668,68.15384,1023.0,1019.0
2021-06-16,22.0,15.0,14.047619,1.9619046,79.7619,75.85385,1023.0,1020.0
2021-06-17,22.0,14.0,13.458333,2.4291666,65.21739,74.40769,1024.0,1021.0
2021-06-18,23.0,14.0,12.791667,3.3083332,75.0,64.46923,1025.0,1022.0
2021-06-19,23.0,15.0,13.523809,2.7857144,72.14286,69.96155,1026.0,1023.0
2021-06-20,22.0,14.0,11.75,2.2958333,73.75,67.59999,1026.0,1022.0
2021-06-21,22.0,13.0,10.416667,1.9916667,61.041668,57.730774,1026.0,1022.0
2021-06-22,22.0,15.0,12.166667,3.1958332,59.375,65.407684,1025.0,1020.0
2021-06-23,20.0,13.0,11.636364,2.0391304,60.434784,68.93333,1025.0,1021.0
2021-06-24,23.0,14.0,11.421053,1.7736843,65.52631,60.675,1025.0,1021.0
2021-06-25,20.0,13.0,12.304348,1.5434783,76.08696,74.42308,1024.0,1021.0
2021-06-26,23.0,13.0,13.666667,2.1166666,73.75,70.153854,1023.0,1019.0
2021-06-27,19.0,13.0,13.347826,1.8869565,75.0,80.43846,1023.0,1020.0
2021-06-28,23.0,14.0,11.363636,2.6318183,72.27273,62.630775,1023.0,1020.0
