local_date,station,c_mean_24,p_max_24,p_min_24,ra1_sum_24,ra3_sum_24,rh_mean_24,t_mean_24,t_max_24,t_min_24,td_mean_24,tn6_min_24,tx6_max_24,v_min_24,wg_max_24,wmx_max_24,ws_mean_24,ws_max_24,c_mean_day,ra1_sum_day,rh_mean_day,rh_min_day,t_max_day,tx6_max_day,wg_max_day,wmx_max_day,ws_mean_day,ws_max_day,c_mean_night,ra1_sum_night,rh_mean_night,rh_max_night,t_min_night,tn6_min_night,wg_max_night,wmx_max_night,ws_mean_night,ws_max_night
2021-02-24,FACT,21.875,1017.0,1014.0,0.0,0.0,67.875,20.958334,24.0,19.0,14.583333,,,9999.0,,,8.516666,13.4,25.0,0.0,60.4,50.2,24.0,,,,10.315385,13.4,3.5714285,0.0,68.00001,72.7,18.0,,,,7.6714277,11.8
2021-02-25,FACT,6.521739,1016.0,1014.0,0.0,0.0,61.278255,20.782608,25.0,18.0,12.826087,,,9999.0,,,9.826087,13.9,12.5,0.0,54.875004,38.7,25.0,,,,11.708333,13.9,11.666667,0.0,64.61333,72.7,19.0,,,16.5,11.000001,13.4
2021-02-26,FACT,10.576923,1016.0,1012.0,0.0,0.0,56.838463,22.461538,27.0,19.0,13.269231,,,9999.0,,16.5,9.469232,13.4,10.714286,0.0,51.16428,36.8,27.0,,,,8.750001,11.3,3.5714285,0.0,65.078575,68.2,18.0,,,,6.507142,9.3
2021-02-27,FACT,0.0,1013.0,1011.0,0.0,0.0,54.370834,23.75,31.0,18.0,13.541667,,,9999.0,,,6.5875,9.3,0.0,0.0,46.39231,33.3,31.0,,,,7.4461527,9.3,0.0,0.0,66.77143,82.5,17.0,,,,3.3714283,7.2
2021-02-28,FACT,0.0,1011.0,1007.0,0.0,0.0,58.411537,24.461538,33.0,17.0,15.115385,,,9999.0,,,4.4461536,9.3,0.0,0.0,49.126667,31.8,33.0,,,,5.3466663,9.3,3.5714285,0.0,71.549995,77.3,17.0,,,,4.014285,6.7
2021-03-01,FACT,23.448277,1011.0,1008.0,0.0,0.0,59.96207,22.344828,32.0,17.0,13.206897,,,9999.0,,10.8,4.562069,8.2,23.82353,0.0,48.647057,30.9,32.0,,,10.8,4.358823,7.2,65.3125,0.0,82.79375,88.2,18.0,,,,6.0999994,8.7
2021-03-02,FACT,40.6,1014.0,1011.0,0.0,0.0,74.771996,20.36,25.0,17.0,15.36,,,9999.0,,,5.408,8.7,18.461538,0.0,63.68461,47.3,25.0,,,,5.776923,7.7,65.90909,0.0,91.4182,100.0,16.0,,,,2.595454,4.6
2021-03-03,FACT,60.0,1015.0,1012.0,0.0,0.0,80.72121,19.848484,26.0,16.0,15.909091,,,500.0,,,3.5272725,6.7,42.5,0.0,68.112495,44.5,26.0,,,,3.7500002,6.7,74.70588,0.0,87.78236,93.9,18.0,,,,6.011764,7.2
2021-03-04,FACT,56.296295,1015.0,1012.0,0.0,0.0,72.91111,19.481482,23.0,18.0,14.111111,,,3000.0,,,6.581481,9.8,56.785713,0.0,63.999992,46.7,23.0,,,,7.3071427,9.8,5.0,0.0,66.48667,77.0,15.0,,,,5.24,7.7
2021-03-05,FACT,0.0,1014.0,1011.0,0.0,0.0,60.604004,20.76,26.0,15.0,12.36,,,9999.0,,,5.2240005,8.7,0.0,0.0,51.721436,34.1,26.0,,,,4.6285715,8.7,6.6666665,0.0,81.78667,88.0,15.0,,,,3.8733325,7.2
